pop xdeg xmin xsec xdir ydeg ymin ysec ydir commune province
92 72 04 45 W 19 26 15 N SAINTE_SUZANE NORD_EST
261 72 04 15 W 19 26 15 N SAINTE_SUZANE NORD_EST
92 72 02 45 W 19 26 15 N SAINTE_SUZANE NORD_EST
129 72 02 15 W 19 26 15 N SAINTE_SUZANE NORD_EST
176 72 01 45 W 19 26 15 N SAINTE_SUZANE NORD_EST
82 72 07 45 W 19 29 15 N BAHON NORD
24 72 08 15 W 19 28 45 N BAHON NORD
451 72 07 45 W 19 28 45 N BAHON NORD
656 72 07 15 W 19 28 45 N BAHON NORD
87 72 08 45 W 19 28 15 N BAHON NORD
18 72 08 15 W 19 28 15 N BAHON NORD
283 72 07 45 W 19 28 15 N BAHON NORD
601 72 07 15 W 19 28 15 N BAHON NORD
40 72 09 15 W 19 27 45 N BAHON NORD
131 72 08 45 W 19 27 45 N BAHON NORD
174 72 08 15 W 19 27 45 N BAHON NORD
119 72 07 45 W 19 27 45 N BAHON NORD
164 72 07 15 W 19 27 45 N BAHON NORD
492 72 06 45 W 19 27 45 N BAHON NORD
51 72 09 15 W 19 27 15 N BAHON NORD
29 72 08 45 W 19 27 15 N BAHON NORD
9 72 08 15 W 19 27 15 N BAHON NORD
102 72 07 45 W 19 27 15 N BAHON NORD
144 72 07 15 W 19 27 15 N BAHON NORD
547 72 06 45 W 19 27 15 N BAHON NORD
102 72 06 15 W 19 27 15 N BAHON NORD
15 72 08 45 W 19 26 45 N BAHON NORD
82 72 08 15 W 19 26 45 N BAHON NORD
436 72 07 45 W 19 26 45 N BAHON NORD
164 72 07 15 W 19 26 45 N BAHON NORD
136 72 06 45 W 19 26 45 N BAHON NORD
124 72 06 15 W 19 26 45 N BAHON NORD
24 72 08 15 W 19 26 15 N BAHON NORD
478 72 07 45 W 19 26 15 N BAHON NORD
289 72 07 15 W 19 26 15 N BAHON NORD
82 72 06 45 W 19 26 15 N BAHON NORD
25 72 08 15 W 19 25 45 N BAHON NORD
171 72 07 45 W 19 25 45 N BAHON NORD
480 72 07 15 W 19 25 45 N BAHON NORD
218 72 06 45 W 19 25 45 N BAHON NORD
124 72 07 45 W 19 25 15 N BAHON NORD
327 72 07 15 W 19 25 15 N BAHON NORD
109 72 06 45 W 19 25 15 N BAHON NORD
9 72 07 45 W 19 24 45 N BAHON NORD
136 72 07 15 W 19 24 45 N BAHON NORD
138 72 06 45 W 19 24 45 N BAHON NORD
27 72 07 45 W 19 24 15 N BAHON NORD
218 72 07 15 W 19 24 15 N BAHON NORD
102 72 06 45 W 19 24 15 N BAHON NORD
164 72 07 45 W 19 23 45 N BAHON NORD
108 72 07 15 W 19 23 45 N BAHON NORD
22 72 14 15 W 19 29 15 N ST._RAPHAEL NORD
131 72 12 45 W 19 29 15 N ST._RAPHAEL NORD
23 72 14 45 W 19 28 45 N ST._RAPHAEL NORD
21 72 14 15 W 19 28 45 N ST._RAPHAEL NORD
27 72 13 45 W 19 28 45 N ST._RAPHAEL NORD
57 72 13 15 W 19 28 45 N ST._RAPHAEL NORD
160 72 12 45 W 19 28 45 N ST._RAPHAEL NORD
109 72 12 15 W 19 28 45 N ST._RAPHAEL NORD
43 72 14 45 W 19 28 15 N ST._RAPHAEL NORD
27 72 14 15 W 19 28 15 N ST._RAPHAEL NORD
526 72 13 45 W 19 28 15 N ST._RAPHAEL NORD
51 72 13 15 W 19 28 15 N ST._RAPHAEL NORD
129 72 12 45 W 19 28 15 N ST._RAPHAEL NORD
129 72 12 15 W 19 28 15 N ST._RAPHAEL NORD
107 72 15 15 W 19 27 45 N ST._RAPHAEL NORD
53 72 14 45 W 19 27 45 N ST._RAPHAEL NORD
43 72 14 15 W 19 27 45 N ST._RAPHAEL NORD
27 72 13 45 W 19 27 45 N ST._RAPHAEL NORD
34 72 13 15 W 19 27 45 N ST._RAPHAEL NORD
90 72 12 45 W 19 27 45 N ST._RAPHAEL NORD
107 72 12 15 W 19 27 45 N ST._RAPHAEL NORD
29 72 14 45 W 19 27 15 N ST._RAPHAEL NORD
46 72 14 15 W 19 27 15 N ST._RAPHAEL NORD
22 72 13 45 W 19 27 15 N ST._RAPHAEL NORD
21 72 13 15 W 19 27 15 N ST._RAPHAEL NORD
51 72 12 45 W 19 27 15 N ST._RAPHAEL NORD
215 72 12 15 W 19 27 15 N ST._RAPHAEL NORD
36 72 14 45 W 19 26 45 N ST._RAPHAEL NORD
21 72 14 15 W 19 26 45 N ST._RAPHAEL NORD
29 72 13 45 W 19 26 45 N ST._RAPHAEL NORD
65 72 13 15 W 19 26 45 N ST._RAPHAEL NORD
8 72 12 45 W 19 26 45 N ST._RAPHAEL NORD
21 72 13 45 W 19 26 15 N ST._RAPHAEL NORD
36 72 13 15 W 19 26 15 N ST._RAPHAEL NORD
14 72 12 45 W 19 26 15 N ST._RAPHAEL NORD
36 72 13 45 W 19 25 45 N ST._RAPHAEL NORD
21 72 13 15 W 19 25 45 N ST._RAPHAEL NORD
14 72 12 45 W 19 25 45 N ST._RAPHAEL NORD
95 72 13 15 W 19 25 15 N ST._RAPHAEL NORD
43 72 12 45 W 19 25 15 N ST._RAPHAEL NORD
22 72 38 45 W 19 29 15 N GONAIVES ARTIBONITE
121 72 37 45 W 19 29 15 N GONAIVES ARTIBONITE
434 72 39 15 W 19 28 45 N GONAIVES ARTIBONITE
89 72 38 45 W 19 28 45 N GONAIVES ARTIBONITE
214 72 38 15 W 19 28 45 N GONAIVES ARTIBONITE
2340 72 37 45 W 19 28 45 N GONAIVES ARTIBONITE
1170 72 37 15 W 19 28 45 N GONAIVES ARTIBONITE
334 72 39 45 W 19 28 15 N GONAIVES ARTIBONITE
268 72 39 15 W 19 28 15 N GONAIVES ARTIBONITE
107 72 38 45 W 19 28 15 N GONAIVES ARTIBONITE
1146 72 38 15 W 19 28 15 N GONAIVES ARTIBONITE
164 72 37 45 W 19 28 15 N GONAIVES ARTIBONITE
82 72 37 15 W 19 28 15 N GONAIVES ARTIBONITE
47 72 36 45 W 19 28 15 N GONAIVES ARTIBONITE
25 72 36 15 W 19 28 15 N GONAIVES ARTIBONITE
2956 72 40 45 W 19 27 45 N GONAIVES ARTIBONITE
3090 72 40 15 W 19 27 45 N GONAIVES ARTIBONITE
187 72 39 45 W 19 27 45 N GONAIVES ARTIBONITE
187 72 39 15 W 19 27 45 N GONAIVES ARTIBONITE
121 72 38 45 W 19 27 45 N GONAIVES ARTIBONITE
140 72 38 15 W 19 27 45 N GONAIVES ARTIBONITE
81 72 37 45 W 19 27 45 N GONAIVES ARTIBONITE
669 72 37 15 W 19 27 45 N GONAIVES ARTIBONITE
53 72 36 45 W 19 27 45 N GONAIVES ARTIBONITE
8 72 36 15 W 19 27 45 N GONAIVES ARTIBONITE
0 72 42 15 W 19 27 15 N GONAIVES ARTIBONITE
9225 72 41 45 W 19 27 15 N GONAIVES ARTIBONITE
16541 72 41 15 W 19 27 15 N GONAIVES ARTIBONITE
23307 72 40 45 W 19 27 15 N GONAIVES ARTIBONITE
2471 72 40 15 W 19 27 15 N GONAIVES ARTIBONITE
214 72 39 45 W 19 27 15 N GONAIVES ARTIBONITE
428 72 39 15 W 19 27 15 N GONAIVES ARTIBONITE
2672 72 38 45 W 19 27 15 N GONAIVES ARTIBONITE
188 72 38 15 W 19 27 15 N GONAIVES ARTIBONITE
121 72 37 45 W 19 27 15 N GONAIVES ARTIBONITE
53 72 37 15 W 19 27 15 N GONAIVES ARTIBONITE
57 72 36 45 W 19 27 15 N GONAIVES ARTIBONITE
57 72 36 15 W 19 27 15 N GONAIVES ARTIBONITE
8 72 35 45 W 19 27 15 N GONAIVES ARTIBONITE
12660 72 41 45 W 19 26 45 N GONAIVES ARTIBONITE
12381 72 41 15 W 19 26 45 N GONAIVES ARTIBONITE
9906 72 40 45 W 19 26 45 N GONAIVES ARTIBONITE
5900 72 40 15 W 19 26 45 N GONAIVES ARTIBONITE
476 72 39 45 W 19 26 45 N GONAIVES ARTIBONITE
267 72 39 15 W 19 26 45 N GONAIVES ARTIBONITE
535 72 38 45 W 19 26 45 N GONAIVES ARTIBONITE
2672 72 38 15 W 19 26 45 N GONAIVES ARTIBONITE
188 72 37 45 W 19 26 45 N GONAIVES ARTIBONITE
120 72 37 15 W 19 26 45 N GONAIVES ARTIBONITE
214 72 36 45 W 19 26 45 N GONAIVES ARTIBONITE
1333 72 36 15 W 19 26 45 N GONAIVES ARTIBONITE
3 72 35 45 W 19 26 45 N GONAIVES ARTIBONITE
10670 72 41 45 W 19 26 15 N GONAIVES ARTIBONITE
9921 72 41 15 W 19 26 15 N GONAIVES ARTIBONITE
9696 72 40 45 W 19 26 15 N GONAIVES ARTIBONITE
6148 72 40 15 W 19 26 15 N GONAIVES ARTIBONITE
211 72 39 45 W 19 26 15 N GONAIVES ARTIBONITE
211 72 39 15 W 19 26 15 N GONAIVES ARTIBONITE
3969 72 38 45 W 19 26 15 N GONAIVES ARTIBONITE
359 72 38 15 W 19 26 15 N GONAIVES ARTIBONITE
541 72 37 45 W 19 26 15 N GONAIVES ARTIBONITE
61 72 37 15 W 19 26 15 N GONAIVES ARTIBONITE
120 72 36 45 W 19 26 15 N GONAIVES ARTIBONITE
16 72 36 15 W 19 26 15 N GONAIVES ARTIBONITE
3 72 35 45 W 19 26 15 N GONAIVES ARTIBONITE
1362 72 41 45 W 19 25 45 N GONAIVES ARTIBONITE
394 72 41 15 W 19 25 45 N GONAIVES ARTIBONITE
46 72 40 45 W 19 25 45 N GONAIVES ARTIBONITE
60 72 40 15 W 19 25 45 N GONAIVES ARTIBONITE
121 72 39 45 W 19 25 45 N GONAIVES ARTIBONITE
40 72 39 15 W 19 25 45 N GONAIVES ARTIBONITE
88 72 38 45 W 19 25 45 N GONAIVES ARTIBONITE
225 72 38 15 W 19 25 45 N GONAIVES ARTIBONITE
258 72 37 45 W 19 25 45 N GONAIVES ARTIBONITE
164 72 37 15 W 19 25 45 N GONAIVES ARTIBONITE
2006 72 36 45 W 19 25 45 N GONAIVES ARTIBONITE
189 72 36 15 W 19 25 45 N GONAIVES ARTIBONITE
17 72 35 45 W 19 25 45 N GONAIVES ARTIBONITE
0 72 41 45 W 19 25 15 N GONAIVES ARTIBONITE
3 72 41 15 W 19 25 15 N GONAIVES ARTIBONITE
70 72 40 45 W 19 25 15 N GONAIVES ARTIBONITE
1491 72 40 15 W 19 25 15 N GONAIVES ARTIBONITE
164 72 39 45 W 19 25 15 N GONAIVES ARTIBONITE
26 72 39 15 W 19 25 15 N GONAIVES ARTIBONITE
38 72 38 45 W 19 25 15 N GONAIVES ARTIBONITE
50 72 38 15 W 19 25 15 N GONAIVES ARTIBONITE
226 72 37 45 W 19 25 15 N GONAIVES ARTIBONITE
65 72 37 15 W 19 25 15 N GONAIVES ARTIBONITE
27 72 36 45 W 19 25 15 N GONAIVES ARTIBONITE
290 72 36 15 W 19 25 15 N GONAIVES ARTIBONITE
164 72 35 45 W 19 25 15 N GONAIVES ARTIBONITE
0 72 41 15 W 19 24 45 N GONAIVES ARTIBONITE
10 72 40 45 W 19 24 45 N GONAIVES ARTIBONITE
67 72 40 15 W 19 24 45 N GONAIVES ARTIBONITE
11 72 39 45 W 19 24 45 N GONAIVES ARTIBONITE
10 72 39 15 W 19 24 45 N GONAIVES ARTIBONITE
6 72 38 45 W 19 24 45 N GONAIVES ARTIBONITE
8 72 38 15 W 19 24 45 N GONAIVES ARTIBONITE
23 72 37 45 W 19 24 45 N GONAIVES ARTIBONITE
55 72 37 15 W 19 24 45 N GONAIVES ARTIBONITE
289 72 36 45 W 19 24 45 N GONAIVES ARTIBONITE
138 72 36 15 W 19 24 45 N GONAIVES ARTIBONITE
18 72 35 45 W 19 24 45 N GONAIVES ARTIBONITE
4 72 40 45 W 19 24 15 N GONAIVES ARTIBONITE
80 72 40 15 W 19 24 15 N GONAIVES ARTIBONITE
13 72 39 45 W 19 24 15 N GONAIVES ARTIBONITE
4 72 39 15 W 19 24 15 N GONAIVES ARTIBONITE
38 72 38 45 W 19 24 15 N GONAIVES ARTIBONITE
4 72 38 15 W 19 24 15 N GONAIVES ARTIBONITE
4 72 37 45 W 19 24 15 N GONAIVES ARTIBONITE
18 72 36 45 W 19 24 15 N GONAIVES ARTIBONITE
90 72 36 15 W 19 24 15 N GONAIVES ARTIBONITE
20 72 35 45 W 19 24 15 N GONAIVES ARTIBONITE
10 72 40 45 W 19 23 45 N GONAIVES ARTIBONITE
41 72 40 15 W 19 23 45 N GONAIVES ARTIBONITE
3 72 38 15 W 19 23 45 N GONAIVES ARTIBONITE
4 72 37 45 W 19 23 45 N GONAIVES ARTIBONITE
969 72 21 15 W 19 29 15 N SAINT-MICHEL ARTIBONITE
15 72 20 15 W 19 29 15 N SAINT-MICHEL ARTIBONITE
61 72 21 15 W 19 28 45 N SAINT-MICHEL ARTIBONITE
30 72 20 45 W 19 28 45 N SAINT-MICHEL ARTIBONITE
30 72 20 15 W 19 28 45 N SAINT-MICHEL ARTIBONITE
15 72 19 45 W 19 28 45 N SAINT-MICHEL ARTIBONITE
25 72 21 15 W 19 28 15 N SAINT-MICHEL ARTIBONITE
30 72 20 45 W 19 28 15 N SAINT-MICHEL ARTIBONITE
40 72 20 15 W 19 28 15 N SAINT-MICHEL ARTIBONITE
30 72 19 45 W 19 28 15 N SAINT-MICHEL ARTIBONITE
60 72 21 45 W 19 27 45 N SAINT-MICHEL ARTIBONITE
63 72 21 15 W 19 27 45 N SAINT-MICHEL ARTIBONITE
21 72 20 45 W 19 27 45 N SAINT-MICHEL ARTIBONITE
21 72 20 15 W 19 27 45 N SAINT-MICHEL ARTIBONITE
61 72 19 45 W 19 27 45 N SAINT-MICHEL ARTIBONITE
71 72 22 45 W 19 27 15 N SAINT-MICHEL ARTIBONITE
30 72 22 15 W 19 27 15 N SAINT-MICHEL ARTIBONITE
63 72 21 45 W 19 27 15 N SAINT-MICHEL ARTIBONITE
15 72 21 15 W 19 27 15 N SAINT-MICHEL ARTIBONITE
25 72 20 45 W 19 27 15 N SAINT-MICHEL ARTIBONITE
30 72 20 15 W 19 27 15 N SAINT-MICHEL ARTIBONITE
206 72 22 45 W 19 26 45 N SAINT-MICHEL ARTIBONITE
84 72 22 15 W 19 26 45 N SAINT-MICHEL ARTIBONITE
16 72 21 45 W 19 26 45 N SAINT-MICHEL ARTIBONITE
51 72 21 15 W 19 26 45 N SAINT-MICHEL ARTIBONITE
5 72 20 45 W 19 26 45 N SAINT-MICHEL ARTIBONITE
40 72 20 15 W 19 26 45 N SAINT-MICHEL ARTIBONITE
77 72 23 15 W 19 26 15 N SAINT-MICHEL ARTIBONITE
61 72 22 45 W 19 26 15 N SAINT-MICHEL ARTIBONITE
60 72 22 15 W 19 26 15 N SAINT-MICHEL ARTIBONITE
102 72 23 15 W 19 25 45 N SAINT-MICHEL ARTIBONITE
60 72 22 45 W 19 25 45 N SAINT-MICHEL ARTIBONITE
1009 72 22 15 W 19 25 45 N SAINT-MICHEL ARTIBONITE
1512 72 24 15 W 19 25 15 N SAINT-MICHEL ARTIBONITE
121 72 23 45 W 19 25 15 N SAINT-MICHEL ARTIBONITE
212 72 23 15 W 19 25 15 N SAINT-MICHEL ARTIBONITE
2628 72 22 45 W 19 25 15 N SAINT-MICHEL ARTIBONITE
136 72 22 15 W 19 25 15 N SAINT-MICHEL ARTIBONITE
75 72 21 45 W 19 25 15 N SAINT-MICHEL ARTIBONITE
51 72 24 15 W 19 24 45 N SAINT-MICHEL ARTIBONITE
101 72 23 45 W 19 24 45 N SAINT-MICHEL ARTIBONITE
76 72 23 15 W 19 24 45 N SAINT-MICHEL ARTIBONITE
182 72 22 45 W 19 24 45 N SAINT-MICHEL ARTIBONITE
212 72 22 15 W 19 24 45 N SAINT-MICHEL ARTIBONITE
182 72 21 45 W 19 24 45 N SAINT-MICHEL ARTIBONITE
182 72 21 15 W 19 24 45 N SAINT-MICHEL ARTIBONITE
38 72 23 45 W 19 24 15 N SAINT-MICHEL ARTIBONITE
44 72 23 15 W 19 24 15 N SAINT-MICHEL ARTIBONITE
61 72 22 45 W 19 24 15 N SAINT-MICHEL ARTIBONITE
166 72 22 15 W 19 24 15 N SAINT-MICHEL ARTIBONITE
106 72 21 45 W 19 24 15 N SAINT-MICHEL ARTIBONITE
25 72 23 15 W 19 23 45 N SAINT-MICHEL ARTIBONITE
32 72 22 45 W 19 23 45 N SAINT-MICHEL ARTIBONITE
1512 72 22 15 W 19 23 45 N SAINT-MICHEL ARTIBONITE
97 72 21 45 W 19 23 45 N SAINT-MICHEL ARTIBONITE
242 72 21 15 W 19 23 45 N SAINT-MICHEL ARTIBONITE
15 72 22 45 W 19 23 15 N SAINT-MICHEL ARTIBONITE
38 72 22 15 W 19 23 15 N SAINT-MICHEL ARTIBONITE
121 72 21 45 W 19 23 15 N SAINT-MICHEL ARTIBONITE
91 72 21 15 W 19 23 15 N SAINT-MICHEL ARTIBONITE
89 72 15 45 W 19 28 15 N SAINT-MICHEL ARTIBONITE
59 72 15 15 W 19 28 15 N SAINT-MICHEL ARTIBONITE
47 72 17 45 W 19 27 45 N SAINT-MICHEL ARTIBONITE
54 72 17 15 W 19 27 45 N SAINT-MICHEL ARTIBONITE
36 72 16 45 W 19 27 45 N SAINT-MICHEL ARTIBONITE
47 72 16 15 W 19 27 45 N SAINT-MICHEL ARTIBONITE
59 72 15 45 W 19 27 45 N SAINT-MICHEL ARTIBONITE
40 72 17 45 W 19 27 15 N SAINT-MICHEL ARTIBONITE
291 72 17 15 W 19 27 15 N SAINT-MICHEL ARTIBONITE
472 72 16 45 W 19 27 15 N SAINT-MICHEL ARTIBONITE
47 72 16 15 W 19 27 15 N SAINT-MICHEL ARTIBONITE
36 72 15 45 W 19 27 15 N SAINT-MICHEL ARTIBONITE
47 72 15 15 W 19 27 15 N SAINT-MICHEL ARTIBONITE
123 72 17 45 W 19 26 45 N SAINT-MICHEL ARTIBONITE
106 72 17 15 W 19 26 45 N SAINT-MICHEL ARTIBONITE
250 72 16 45 W 19 26 45 N SAINT-MICHEL ARTIBONITE
51 72 16 15 W 19 26 45 N SAINT-MICHEL ARTIBONITE
71 72 15 45 W 19 26 45 N SAINT-MICHEL ARTIBONITE
85 72 15 15 W 19 26 45 N SAINT-MICHEL ARTIBONITE
70 72 18 45 W 19 26 15 N SAINT-MICHEL ARTIBONITE
30 72 18 15 W 19 26 15 N SAINT-MICHEL ARTIBONITE
51 72 17 45 W 19 26 15 N SAINT-MICHEL ARTIBONITE
70 72 17 15 W 19 26 15 N SAINT-MICHEL ARTIBONITE
70 72 16 45 W 19 26 15 N SAINT-MICHEL ARTIBONITE
30 72 16 15 W 19 26 15 N SAINT-MICHEL ARTIBONITE
54 72 15 45 W 19 26 15 N SAINT-MICHEL ARTIBONITE
83 72 15 15 W 19 26 15 N SAINT-MICHEL ARTIBONITE
83 72 14 45 W 19 26 15 N SAINT-MICHEL ARTIBONITE
54 72 14 15 W 19 26 15 N SAINT-MICHEL ARTIBONITE
71 72 18 45 W 19 25 45 N SAINT-MICHEL ARTIBONITE
63 72 18 15 W 19 25 45 N SAINT-MICHEL ARTIBONITE
504 72 17 45 W 19 25 45 N SAINT-MICHEL ARTIBONITE
70 72 17 15 W 19 25 45 N SAINT-MICHEL ARTIBONITE
76 72 16 45 W 19 25 45 N SAINT-MICHEL ARTIBONITE
142 72 16 15 W 19 25 45 N SAINT-MICHEL ARTIBONITE
19 72 15 45 W 19 25 45 N SAINT-MICHEL ARTIBONITE
62 72 15 15 W 19 25 45 N SAINT-MICHEL ARTIBONITE
178 72 14 45 W 19 25 45 N SAINT-MICHEL ARTIBONITE
214 72 14 15 W 19 25 45 N SAINT-MICHEL ARTIBONITE
30 72 18 45 W 19 25 15 N SAINT-MICHEL ARTIBONITE
60 72 18 15 W 19 25 15 N SAINT-MICHEL ARTIBONITE
76 72 17 45 W 19 25 15 N SAINT-MICHEL ARTIBONITE
38 72 17 15 W 19 25 15 N SAINT-MICHEL ARTIBONITE
91 72 16 45 W 19 25 15 N SAINT-MICHEL ARTIBONITE
89 72 16 15 W 19 25 15 N SAINT-MICHEL ARTIBONITE
285 72 15 45 W 19 25 15 N SAINT-MICHEL ARTIBONITE
44 72 15 15 W 19 25 15 N SAINT-MICHEL ARTIBONITE
297 72 14 45 W 19 25 15 N SAINT-MICHEL ARTIBONITE
59 72 14 15 W 19 25 15 N SAINT-MICHEL ARTIBONITE
36 72 13 45 W 19 25 15 N SAINT-MICHEL ARTIBONITE
25 72 18 45 W 19 24 45 N SAINT-MICHEL ARTIBONITE
25 72 18 15 W 19 24 45 N SAINT-MICHEL ARTIBONITE
106 72 17 45 W 19 24 45 N SAINT-MICHEL ARTIBONITE
76 72 17 15 W 19 24 45 N SAINT-MICHEL ARTIBONITE
61 72 16 45 W 19 24 45 N SAINT-MICHEL ARTIBONITE
61 72 16 15 W 19 24 45 N SAINT-MICHEL ARTIBONITE
353 72 15 45 W 19 24 45 N SAINT-MICHEL ARTIBONITE
166 72 15 15 W 19 24 45 N SAINT-MICHEL ARTIBONITE
214 72 14 45 W 19 24 45 N SAINT-MICHEL ARTIBONITE
95 72 14 15 W 19 24 45 N SAINT-MICHEL ARTIBONITE
25 72 18 45 W 19 24 15 N SAINT-MICHEL ARTIBONITE
70 72 18 15 W 19 24 15 N SAINT-MICHEL ARTIBONITE
71 72 17 45 W 19 24 15 N SAINT-MICHEL ARTIBONITE
756 72 17 15 W 19 24 15 N SAINT-MICHEL ARTIBONITE
61 72 16 45 W 19 24 15 N SAINT-MICHEL ARTIBONITE
333 72 16 15 W 19 24 15 N SAINT-MICHEL ARTIBONITE
74 72 15 45 W 19 24 15 N SAINT-MICHEL ARTIBONITE
47 72 15 15 W 19 24 15 N SAINT-MICHEL ARTIBONITE
142 72 14 45 W 19 24 15 N SAINT-MICHEL ARTIBONITE
47 72 14 15 W 19 24 15 N SAINT-MICHEL ARTIBONITE
25 72 17 45 W 19 23 45 N SAINT-MICHEL ARTIBONITE
61 72 17 15 W 19 23 45 N SAINT-MICHEL ARTIBONITE
30 72 16 45 W 19 23 45 N SAINT-MICHEL ARTIBONITE
250 72 16 15 W 19 23 45 N SAINT-MICHEL ARTIBONITE
36 72 15 45 W 19 23 45 N SAINT-MICHEL ARTIBONITE
47 72 15 15 W 19 23 45 N SAINT-MICHEL ARTIBONITE
36 72 14 45 W 19 23 45 N SAINT-MICHEL ARTIBONITE
47 72 14 15 W 19 23 45 N SAINT-MICHEL ARTIBONITE
38 72 17 45 W 19 23 15 N SAINT-MICHEL ARTIBONITE
61 72 16 15 W 19 23 15 N SAINT-MICHEL ARTIBONITE
119 72 15 45 W 19 23 15 N SAINT-MICHEL ARTIBONITE
178 72 14 45 W 19 23 15 N SAINT-MICHEL ARTIBONITE
129 72 14 15 W 19 23 15 N SAINT-MICHEL ARTIBONITE
237 71 43 15 W 19 27 45 N CAPOTILLE NORD_EST
1733 71 43 15 W 19 27 15 N CAPOTILLE NORD_EST
148 71 43 45 W 19 26 45 N CAPOTILLE NORD_EST
135 71 43 15 W 19 26 45 N CAPOTILLE NORD_EST
118 71 44 15 W 19 26 15 N CAPOTILLE NORD_EST
59 71 43 45 W 19 26 15 N CAPOTILLE NORD_EST
68 71 43 15 W 19 26 15 N CAPOTILLE NORD_EST
191 71 44 45 W 19 25 45 N CAPOTILLE NORD_EST
153 71 44 15 W 19 25 45 N CAPOTILLE NORD_EST
68 71 43 45 W 19 25 45 N CAPOTILLE NORD_EST
59 71 43 15 W 19 25 45 N CAPOTILLE NORD_EST
68 71 44 45 W 19 25 15 N CAPOTILLE NORD_EST
153 71 44 15 W 19 25 15 N CAPOTILLE NORD_EST
128 71 43 45 W 19 25 15 N CAPOTILLE NORD_EST
119 71 43 15 W 19 25 15 N CAPOTILLE NORD_EST
9 71 44 45 W 19 24 45 N CAPOTILLE NORD_EST
34 71 44 15 W 19 24 45 N CAPOTILLE NORD_EST
118 71 43 45 W 19 24 45 N CAPOTILLE NORD_EST
34 71 43 15 W 19 24 45 N CAPOTILLE NORD_EST
67 71 42 45 W 19 24 45 N CAPOTILLE NORD_EST
102 71 42 15 W 19 24 45 N CAPOTILLE NORD_EST
4 71 44 45 W 19 24 15 N CAPOTILLE NORD_EST
414 71 44 15 W 19 24 15 N CAPOTILLE NORD_EST
64 71 43 45 W 19 24 15 N CAPOTILLE NORD_EST
13 71 43 15 W 19 24 15 N CAPOTILLE NORD_EST
43 71 42 45 W 19 24 15 N CAPOTILLE NORD_EST
51 71 42 15 W 19 24 15 N CAPOTILLE NORD_EST
3 71 44 15 W 19 23 45 N CAPOTILLE NORD_EST
10 71 43 45 W 19 23 45 N CAPOTILLE NORD_EST
0 71 43 15 W 19 23 45 N CAPOTILLE NORD_EST
99 71 42 45 W 19 23 45 N CAPOTILLE NORD_EST
3 71 42 15 W 19 23 45 N CAPOTILLE NORD_EST
6 71 42 45 W 19 23 15 N CAPOTILLE NORD_EST
8 71 42 15 W 19 23 15 N CAPOTILLE NORD_EST
64 72 27 45 W 19 28 15 N ENNERY ARTIBONITE
128 72 21 45 W 19 28 15 N ENNERY ARTIBONITE
70 72 27 45 W 19 27 45 N ENNERY ARTIBONITE
77 72 26 45 W 19 27 45 N ENNERY ARTIBONITE
13 72 26 15 W 19 27 45 N ENNERY ARTIBONITE
6 72 25 15 W 19 27 45 N ENNERY ARTIBONITE
4 72 24 45 W 19 27 45 N ENNERY ARTIBONITE
64 72 23 45 W 19 27 45 N ENNERY ARTIBONITE
43 72 23 15 W 19 27 45 N ENNERY ARTIBONITE
64 72 22 45 W 19 27 45 N ENNERY ARTIBONITE
54 72 22 15 W 19 27 45 N ENNERY ARTIBONITE
16 72 28 15 W 19 27 15 N ENNERY ARTIBONITE
51 72 27 45 W 19 27 15 N ENNERY ARTIBONITE
205 72 27 15 W 19 27 15 N ENNERY ARTIBONITE
171 72 26 45 W 19 27 15 N ENNERY ARTIBONITE
30 72 26 15 W 19 27 15 N ENNERY ARTIBONITE
205 72 25 45 W 19 27 15 N ENNERY ARTIBONITE
68 72 25 15 W 19 27 15 N ENNERY ARTIBONITE
51 72 24 45 W 19 27 15 N ENNERY ARTIBONITE
70 72 24 15 W 19 27 15 N ENNERY ARTIBONITE
75 72 23 45 W 19 27 15 N ENNERY ARTIBONITE
51 72 23 15 W 19 27 15 N ENNERY ARTIBONITE
39 72 29 15 W 19 26 45 N ENNERY ARTIBONITE
64 72 28 45 W 19 26 45 N ENNERY ARTIBONITE
43 72 28 15 W 19 26 45 N ENNERY ARTIBONITE
17 72 27 45 W 19 26 45 N ENNERY ARTIBONITE
140 72 27 15 W 19 26 45 N ENNERY ARTIBONITE
256 72 26 45 W 19 26 45 N ENNERY ARTIBONITE
256 72 26 15 W 19 26 45 N ENNERY ARTIBONITE
230 72 25 45 W 19 26 45 N ENNERY ARTIBONITE
75 72 25 15 W 19 26 45 N ENNERY ARTIBONITE
35 72 24 45 W 19 26 45 N ENNERY ARTIBONITE
102 72 24 15 W 19 26 45 N ENNERY ARTIBONITE
1582 72 23 45 W 19 26 45 N ENNERY ARTIBONITE
179 72 23 15 W 19 26 45 N ENNERY ARTIBONITE
13 72 29 15 W 19 26 15 N ENNERY ARTIBONITE
15 72 28 45 W 19 26 15 N ENNERY ARTIBONITE
38 72 28 15 W 19 26 15 N ENNERY ARTIBONITE
11 72 27 45 W 19 26 15 N ENNERY ARTIBONITE
205 72 27 15 W 19 26 15 N ENNERY ARTIBONITE
213 72 26 45 W 19 26 15 N ENNERY ARTIBONITE
1599 72 26 15 W 19 26 15 N ENNERY ARTIBONITE
359 72 25 45 W 19 26 15 N ENNERY ARTIBONITE
76 72 25 15 W 19 26 15 N ENNERY ARTIBONITE
