pop xdeg xmin xsec xdir ydeg ymin ysec ydir commune province
198 72 27 45 W 19 45 45 N PORT_MARGOT NORD
171 71 51 45 W 18 52 15 N BELLADERE CENTRE
257 71 51 15 W 18 52 15 N BELLADERE CENTRE
487 71 50 15 W 18 52 15 N BELLADERE CENTRE
292 71 52 15 W 18 51 45 N BELLADERE CENTRE
341 71 51 45 W 18 51 45 N BELLADERE CENTRE
110 71 51 15 W 18 51 45 N BELLADERE CENTRE
234 71 50 45 W 18 51 45 N BELLADERE CENTRE
439 71 50 15 W 18 51 45 N BELLADERE CENTRE
439 71 49 45 W 18 51 45 N BELLADERE CENTRE
365 71 52 15 W 18 51 15 N BELLADERE CENTRE
468 71 51 45 W 18 51 15 N BELLADERE CENTRE
5482 71 51 15 W 18 51 15 N BELLADERE CENTRE
439 71 50 45 W 18 51 15 N BELLADERE CENTRE
165 71 50 15 W 18 51 15 N BELLADERE CENTRE
219 71 49 45 W 18 51 15 N BELLADERE CENTRE
365 71 53 15 W 18 50 45 N BELLADERE CENTRE
512 71 52 45 W 18 50 45 N BELLADERE CENTRE
439 71 52 15 W 18 50 45 N BELLADERE CENTRE
365 71 51 45 W 18 50 45 N BELLADERE CENTRE
153 71 51 15 W 18 50 45 N BELLADERE CENTRE
195 71 50 45 W 18 50 45 N BELLADERE CENTRE
107 71 50 15 W 18 50 45 N BELLADERE CENTRE
129 71 49 45 W 18 50 45 N BELLADERE CENTRE
97 71 53 15 W 18 50 15 N BELLADERE CENTRE
49 71 52 45 W 18 50 15 N BELLADERE CENTRE
195 71 52 15 W 18 50 15 N BELLADERE CENTRE
146 71 51 45 W 18 50 15 N BELLADERE CENTRE
257 71 51 15 W 18 50 15 N BELLADERE CENTRE
38 71 50 45 W 18 50 15 N BELLADERE CENTRE
171 71 50 15 W 18 50 15 N BELLADERE CENTRE
85 71 49 45 W 18 50 15 N BELLADERE CENTRE
37 71 49 15 W 18 50 15 N BELLADERE CENTRE
92 71 48 45 W 18 50 15 N BELLADERE CENTRE
80 71 52 45 W 18 49 45 N BELLADERE CENTRE
6 71 52 15 W 18 49 45 N BELLADERE CENTRE
6 71 51 45 W 18 49 45 N BELLADERE CENTRE
7 71 51 15 W 18 49 45 N BELLADERE CENTRE
5 71 50 45 W 18 49 45 N BELLADERE CENTRE
3 71 50 15 W 18 49 45 N BELLADERE CENTRE
6 71 49 45 W 18 49 45 N BELLADERE CENTRE
49 71 49 15 W 18 49 45 N BELLADERE CENTRE
146 71 48 45 W 18 49 45 N BELLADERE CENTRE
20 71 52 15 W 18 49 15 N BELLADERE CENTRE
10 71 51 45 W 18 49 15 N BELLADERE CENTRE
19 71 51 15 W 18 49 15 N BELLADERE CENTRE
3 71 50 45 W 18 49 15 N BELLADERE CENTRE
6 71 50 15 W 18 49 15 N BELLADERE CENTRE
19 71 49 45 W 18 49 15 N BELLADERE CENTRE
6 71 49 15 W 18 49 15 N BELLADERE CENTRE
38 71 48 45 W 18 49 15 N BELLADERE CENTRE
38 71 48 15 W 18 49 15 N BELLADERE CENTRE
19 71 47 45 W 18 49 15 N BELLADERE CENTRE
38 71 51 45 W 18 48 45 N BELLADERE CENTRE
23 71 51 15 W 18 48 45 N BELLADERE CENTRE
92 71 50 45 W 18 48 45 N BELLADERE CENTRE
38 71 50 15 W 18 48 45 N BELLADERE CENTRE
20 71 49 45 W 18 48 45 N BELLADERE CENTRE
19 71 49 15 W 18 48 45 N BELLADERE CENTRE
16 71 48 45 W 18 48 45 N BELLADERE CENTRE
19 71 48 15 W 18 48 45 N BELLADERE CENTRE
19 71 47 45 W 18 48 45 N BELLADERE CENTRE
38 71 51 45 W 18 48 15 N BELLADERE CENTRE
82 71 51 15 W 18 48 15 N BELLADERE CENTRE
39 71 50 45 W 18 48 15 N BELLADERE CENTRE
9 71 50 15 W 18 48 15 N BELLADERE CENTRE
22 71 49 45 W 18 48 15 N BELLADERE CENTRE
227 71 49 15 W 18 48 15 N BELLADERE CENTRE
292 71 48 45 W 18 48 15 N BELLADERE CENTRE
36 71 48 15 W 18 48 15 N BELLADERE CENTRE
110 71 47 45 W 18 48 15 N BELLADERE CENTRE
162 71 47 15 W 18 48 15 N BELLADERE CENTRE
36 71 51 45 W 18 47 45 N BELLADERE CENTRE
36 71 51 15 W 18 47 45 N BELLADERE CENTRE
20 71 50 45 W 18 47 45 N BELLADERE CENTRE
46 71 50 15 W 18 47 45 N BELLADERE CENTRE
23 71 49 45 W 18 47 45 N BELLADERE CENTRE
194 71 48 45 W 18 47 45 N BELLADERE CENTRE
10 71 48 15 W 18 47 45 N BELLADERE CENTRE
182 71 47 45 W 18 47 45 N BELLADERE CENTRE
152 71 48 45 W 18 47 15 N BELLADERE CENTRE
130 71 48 15 W 18 47 15 N BELLADERE CENTRE
441 74 11 15 W 18 19 45 N LES_ANGLAIS SUD
198 74 10 45 W 18 19 45 N LES_ANGLAIS SUD
1095 74 09 45 W 18 19 45 N LES_ANGLAIS SUD
109 74 09 15 W 18 19 45 N LES_ANGLAIS SUD
67 74 08 45 W 18 19 45 N LES_ANGLAIS SUD
8 74 09 15 W 18 23 45 N LES_ANGLAIS SUD
45 74 08 45 W 18 23 45 N LES_ANGLAIS SUD
45 74 08 15 W 18 23 45 N LES_ANGLAIS SUD
3 74 07 45 W 18 23 45 N LES_ANGLAIS SUD
4 74 07 15 W 18 23 45 N LES_ANGLAIS SUD
15 74 06 45 W 18 23 45 N LES_ANGLAIS SUD
20 74 10 15 W 18 23 15 N LES_ANGLAIS SUD
17 74 09 45 W 18 23 15 N LES_ANGLAIS SUD
39 74 09 15 W 18 23 15 N LES_ANGLAIS SUD
22 74 08 45 W 18 23 15 N LES_ANGLAIS SUD
2 74 08 15 W 18 23 15 N LES_ANGLAIS SUD
11 74 07 45 W 18 23 15 N LES_ANGLAIS SUD
22 74 07 15 W 18 23 15 N LES_ANGLAIS SUD
22 74 06 45 W 18 23 15 N LES_ANGLAIS SUD
22 74 09 45 W 18 22 45 N LES_ANGLAIS SUD
17 74 09 15 W 18 22 45 N LES_ANGLAIS SUD
11 74 08 45 W 18 22 45 N LES_ANGLAIS SUD
4 74 08 15 W 18 22 45 N LES_ANGLAIS SUD
22 74 07 45 W 18 22 45 N LES_ANGLAIS SUD
9 74 07 15 W 18 22 45 N LES_ANGLAIS SUD
15 74 06 45 W 18 22 45 N LES_ANGLAIS SUD
22 74 10 15 W 18 22 15 N LES_ANGLAIS SUD
3 74 09 45 W 18 22 15 N LES_ANGLAIS SUD
45 74 09 15 W 18 22 15 N LES_ANGLAIS SUD
22 74 08 45 W 18 22 15 N LES_ANGLAIS SUD
539 74 08 15 W 18 22 15 N LES_ANGLAIS SUD
2 74 07 45 W 18 22 15 N LES_ANGLAIS SUD
22 74 07 15 W 18 22 15 N LES_ANGLAIS SUD
15 74 06 45 W 18 22 15 N LES_ANGLAIS SUD
67 74 10 45 W 18 21 45 N LES_ANGLAIS SUD
17 74 10 15 W 18 21 45 N LES_ANGLAIS SUD
34 74 09 45 W 18 21 45 N LES_ANGLAIS SUD
20 74 09 15 W 18 21 45 N LES_ANGLAIS SUD
34 74 08 45 W 18 21 45 N LES_ANGLAIS SUD
17 74 08 15 W 18 21 45 N LES_ANGLAIS SUD
34 74 07 45 W 18 21 45 N LES_ANGLAIS SUD
269 74 07 15 W 18 21 45 N LES_ANGLAIS SUD
15 74 10 45 W 18 21 15 N LES_ANGLAIS SUD
56 74 10 15 W 18 21 15 N LES_ANGLAIS SUD
34 74 09 45 W 18 21 15 N LES_ANGLAIS SUD
2 74 09 15 W 18 21 15 N LES_ANGLAIS SUD
39 74 08 45 W 18 21 15 N LES_ANGLAIS SUD
59 74 08 15 W 18 21 15 N LES_ANGLAIS SUD
20 74 07 45 W 18 21 15 N LES_ANGLAIS SUD
11 74 07 15 W 18 21 15 N LES_ANGLAIS SUD
51 74 10 15 W 18 20 45 N LES_ANGLAIS SUD
118 74 09 45 W 18 20 45 N LES_ANGLAIS SUD
1634 74 09 15 W 18 20 45 N LES_ANGLAIS SUD
15 74 08 45 W 18 20 45 N LES_ANGLAIS SUD
3 74 08 15 W 18 20 45 N LES_ANGLAIS SUD
8 74 10 45 W 18 20 15 N LES_ANGLAIS SUD
11 74 10 15 W 18 20 15 N LES_ANGLAIS SUD
11 74 09 45 W 18 20 15 N LES_ANGLAIS SUD
11 74 09 15 W 18 20 15 N LES_ANGLAIS SUD
11 74 08 45 W 18 20 15 N LES_ANGLAIS SUD
185 74 10 15 W 18 19 45 N LES_ANGLAIS SUD
0 72 57 45 W 18 52 15 N ANSE-A-GALET OUEST
54 72 57 45 W 18 51 45 N ANSE-A-GALET OUEST
72 72 57 15 W 18 51 45 N ANSE-A-GALET OUEST
22 72 57 45 W 18 51 15 N ANSE-A-GALET OUEST
39 72 57 15 W 18 51 15 N ANSE-A-GALET OUEST
20 72 58 15 W 18 50 45 N ANSE-A-GALET OUEST
54 72 57 45 W 18 50 45 N ANSE-A-GALET OUEST
51 72 57 15 W 18 50 45 N ANSE-A-GALET OUEST
764 72 58 15 W 18 50 15 N ANSE-A-GALET OUEST
61 72 57 45 W 18 50 15 N ANSE-A-GALET OUEST
41 72 57 15 W 18 50 15 N ANSE-A-GALET OUEST
22 72 56 45 W 18 50 15 N ANSE-A-GALET OUEST
54 72 58 15 W 18 49 45 N ANSE-A-GALET OUEST
83 72 57 45 W 18 49 45 N ANSE-A-GALET OUEST
72 72 57 15 W 18 49 45 N ANSE-A-GALET OUEST
33 72 56 45 W 18 49 45 N ANSE-A-GALET OUEST
51 72 58 45 W 18 49 15 N ANSE-A-GALET OUEST
51 72 58 15 W 18 49 15 N ANSE-A-GALET OUEST
630 72 57 45 W 18 49 15 N ANSE-A-GALET OUEST
31 72 57 15 W 18 49 15 N ANSE-A-GALET OUEST
23 72 56 45 W 18 49 15 N ANSE-A-GALET OUEST
504 72 59 15 W 18 48 45 N ANSE-A-GALET OUEST
123 72 58 45 W 18 48 45 N ANSE-A-GALET OUEST
25 72 58 15 W 18 48 45 N ANSE-A-GALET OUEST
51 72 57 45 W 18 48 45 N ANSE-A-GALET OUEST
378 72 57 15 W 18 48 45 N ANSE-A-GALET OUEST
46 72 59 45 W 18 48 15 N ANSE-A-GALET OUEST
44 72 59 15 W 18 48 15 N ANSE-A-GALET OUEST
90 72 58 45 W 18 48 15 N ANSE-A-GALET OUEST
61 72 58 15 W 18 48 15 N ANSE-A-GALET OUEST
54 72 57 45 W 18 48 15 N ANSE-A-GALET OUEST
23 72 57 15 W 18 48 15 N ANSE-A-GALET OUEST
27 72 59 45 W 18 47 45 N ANSE-A-GALET OUEST
20 72 59 15 W 18 47 45 N ANSE-A-GALET OUEST
27 72 58 45 W 18 47 45 N ANSE-A-GALET OUEST
41 72 58 15 W 18 47 45 N ANSE-A-GALET OUEST
39 72 57 45 W 18 47 45 N ANSE-A-GALET OUEST
13 72 59 15 W 18 47 15 N ANSE-A-GALET OUEST
5 72 58 45 W 18 47 15 N ANSE-A-GALET OUEST
45 72 58 15 W 18 47 15 N ANSE-A-GALET OUEST
15 72 57 45 W 18 47 15 N ANSE-A-GALET OUEST
61 72 59 45 W 18 46 45 N ANSE-A-GALET OUEST
90 72 59 15 W 18 46 45 N ANSE-A-GALET OUEST
54 72 58 45 W 18 46 45 N ANSE-A-GALET OUEST
16 72 58 15 W 18 46 45 N ANSE-A-GALET OUEST
22 72 57 45 W 18 46 45 N ANSE-A-GALET OUEST
19 72 59 45 W 18 46 15 N ANSE-A-GALET OUEST
25 72 59 15 W 18 46 15 N ANSE-A-GALET OUEST
32 72 58 45 W 18 46 15 N ANSE-A-GALET OUEST
20 72 58 15 W 18 46 15 N ANSE-A-GALET OUEST
20 72 57 45 W 18 46 15 N ANSE-A-GALET OUEST
5 72 59 45 W 18 45 45 N ANSE-A-GALET OUEST
15 72 59 15 W 18 45 45 N ANSE-A-GALET OUEST
23 72 58 45 W 18 45 45 N ANSE-A-GALET OUEST
20 72 58 15 W 18 45 45 N ANSE-A-GALET OUEST
15 72 59 15 W 18 45 15 N ANSE-A-GALET OUEST
10 72 58 45 W 18 45 15 N ANSE-A-GALET OUEST
4 72 59 45 W 18 44 45 N ANSE-A-GALET OUEST
4 72 59 15 W 18 44 45 N ANSE-A-GALET OUEST
8 72 22 15 W 18 28 45 N CARREFOUR OUEST
7 72 23 45 W 18 28 15 N CARREFOUR OUEST
5 72 23 15 W 18 28 15 N CARREFOUR OUEST
1 72 22 45 W 18 28 15 N CARREFOUR OUEST
8 72 22 15 W 18 28 15 N CARREFOUR OUEST
6 72 24 15 W 18 27 45 N CARREFOUR OUEST
7 72 23 45 W 18 27 45 N CARREFOUR OUEST
1 72 23 15 W 18 27 45 N CARREFOUR OUEST
0 72 22 45 W 18 27 45 N CARREFOUR OUEST
0 72 24 15 W 18 27 15 N CARREFOUR OUEST
8 72 23 45 W 18 27 15 N CARREFOUR OUEST
4 72 23 15 W 18 27 15 N CARREFOUR OUEST
6 72 22 45 W 18 27 15 N CARREFOUR OUEST
96 72 22 15 W 18 27 15 N CARREFOUR OUEST
13 72 21 45 W 18 27 15 N CARREFOUR OUEST
26 72 21 15 W 18 27 15 N CARREFOUR OUEST
8 72 23 45 W 18 26 45 N CARREFOUR OUEST
194 72 23 15 W 18 26 45 N CARREFOUR OUEST
4 72 22 45 W 18 26 45 N CARREFOUR OUEST
8 72 22 15 W 18 26 45 N CARREFOUR OUEST
3 72 21 45 W 18 26 45 N CARREFOUR OUEST
7286 72 49 45 W 19 56 45 N PORT_DE_PAIX NORD_OUEST
7286 72 49 15 W 19 56 45 N PORT_DE_PAIX NORD_OUEST
7030 72 50 45 W 19 56 15 N PORT_DE_PAIX NORD_OUEST
29011 72 50 15 W 19 56 15 N PORT_DE_PAIX NORD_OUEST
9162 72 49 45 W 19 56 15 N PORT_DE_PAIX NORD_OUEST
1275 72 49 15 W 19 56 15 N PORT_DE_PAIX NORD_OUEST
1214 72 50 45 W 19 55 45 N PORT_DE_PAIX NORD_OUEST
1865 72 50 15 W 19 55 45 N PORT_DE_PAIX NORD_OUEST
3391 72 49 45 W 19 55 45 N PORT_DE_PAIX NORD_OUEST
933 72 49 15 W 19 55 45 N PORT_DE_PAIX NORD_OUEST
111 72 50 45 W 19 55 15 N PORT_DE_PAIX NORD_OUEST
29 72 49 45 W 19 55 15 N PORT_DE_PAIX NORD_OUEST
103 72 49 15 W 19 55 15 N PORT_DE_PAIX NORD_OUEST
29 72 48 45 W 19 55 15 N PORT_DE_PAIX NORD_OUEST
550 72 48 15 W 19 55 15 N PORT_DE_PAIX NORD_OUEST
3393 72 49 45 W 19 54 45 N PORT_DE_PAIX NORD_OUEST
128 72 49 15 W 19 54 45 N PORT_DE_PAIX NORD_OUEST
28 72 48 45 W 19 54 45 N PORT_DE_PAIX NORD_OUEST
5 72 48 15 W 19 54 45 N PORT_DE_PAIX NORD_OUEST
5 72 47 45 W 19 54 45 N PORT_DE_PAIX NORD_OUEST
11 72 49 15 W 19 54 15 N PORT_DE_PAIX NORD_OUEST
11 72 48 45 W 19 54 15 N PORT_DE_PAIX NORD_OUEST
7 72 48 15 W 19 54 15 N PORT_DE_PAIX NORD_OUEST
6 72 47 45 W 19 54 15 N PORT_DE_PAIX NORD_OUEST
121 73 13 15 W 19 45 15 N BAIE_DE_HENNE NORD_OUEST
44 73 12 45 W 19 45 15 N BAIE_DE_HENNE NORD_OUEST
21 73 12 15 W 19 45 15 N BAIE_DE_HENNE NORD_OUEST
105 73 12 45 W 19 44 45 N BAIE_DE_HENNE NORD_OUEST
144 73 12 15 W 19 44 45 N BAIE_DE_HENNE NORD_OUEST
1285 73 12 45 W 19 44 15 N BAIE_DE_HENNE NORD_OUEST
51 73 12 15 W 19 44 15 N BAIE_DE_HENNE NORD_OUEST
127 73 11 45 W 19 44 15 N BAIE_DE_HENNE NORD_OUEST
131 73 13 15 W 19 43 45 N BAIE_DE_HENNE NORD_OUEST
102 73 12 45 W 19 43 45 N BAIE_DE_HENNE NORD_OUEST
25 73 12 15 W 19 43 45 N BAIE_DE_HENNE NORD_OUEST
5 73 11 45 W 19 43 45 N BAIE_DE_HENNE NORD_OUEST
299 73 11 15 W 19 43 45 N BAIE_DE_HENNE NORD_OUEST
68 73 14 15 W 19 43 15 N BAIE_DE_HENNE NORD_OUEST
127 73 13 45 W 19 43 15 N BAIE_DE_HENNE NORD_OUEST
182 73 13 15 W 19 43 15 N BAIE_DE_HENNE NORD_OUEST
44 73 12 45 W 19 43 15 N BAIE_DE_HENNE NORD_OUEST
60 73 12 15 W 19 43 15 N BAIE_DE_HENNE NORD_OUEST
45 73 11 45 W 19 43 15 N BAIE_DE_HENNE NORD_OUEST
7 73 11 15 W 19 43 15 N BAIE_DE_HENNE NORD_OUEST
58 73 15 15 W 19 42 45 N BAIE_DE_HENNE NORD_OUEST
55 73 14 45 W 19 42 45 N BAIE_DE_HENNE NORD_OUEST
29 73 14 15 W 19 42 45 N BAIE_DE_HENNE NORD_OUEST
45 73 13 45 W 19 42 45 N BAIE_DE_HENNE NORD_OUEST
90 73 13 15 W 19 42 45 N BAIE_DE_HENNE NORD_OUEST
10 73 12 45 W 19 42 45 N BAIE_DE_HENNE NORD_OUEST
6 73 12 15 W 19 42 45 N BAIE_DE_HENNE NORD_OUEST
30 73 11 45 W 19 42 45 N BAIE_DE_HENNE NORD_OUEST
12 73 11 15 W 19 42 45 N BAIE_DE_HENNE NORD_OUEST
20 73 10 45 W 19 42 45 N BAIE_DE_HENNE NORD_OUEST
36 73 15 15 W 19 42 15 N BAIE_DE_HENNE NORD_OUEST
90 73 14 45 W 19 42 15 N BAIE_DE_HENNE NORD_OUEST
22 73 14 15 W 19 42 15 N BAIE_DE_HENNE NORD_OUEST
45 73 13 45 W 19 42 15 N BAIE_DE_HENNE NORD_OUEST
60 73 13 15 W 19 42 15 N BAIE_DE_HENNE NORD_OUEST
37 73 12 45 W 19 42 15 N BAIE_DE_HENNE NORD_OUEST
45 73 12 15 W 19 42 15 N BAIE_DE_HENNE NORD_OUEST
60 73 11 45 W 19 42 15 N BAIE_DE_HENNE NORD_OUEST
60 73 11 15 W 19 42 15 N BAIE_DE_HENNE NORD_OUEST
175 73 14 45 W 19 41 45 N BAIE_DE_HENNE NORD_OUEST
179 73 14 15 W 19 41 45 N BAIE_DE_HENNE NORD_OUEST
75 73 13 45 W 19 41 45 N BAIE_DE_HENNE NORD_OUEST
30 73 13 15 W 19 41 45 N BAIE_DE_HENNE NORD_OUEST
60 73 12 45 W 19 41 45 N BAIE_DE_HENNE NORD_OUEST
60 73 12 15 W 19 41 45 N BAIE_DE_HENNE NORD_OUEST
60 73 11 45 W 19 41 45 N BAIE_DE_HENNE NORD_OUEST
30 73 11 15 W 19 41 45 N BAIE_DE_HENNE NORD_OUEST
75 73 13 45 W 19 41 15 N BAIE_DE_HENNE NORD_OUEST
10 73 13 15 W 19 41 15 N BAIE_DE_HENNE NORD_OUEST
10 73 12 45 W 19 41 15 N BAIE_DE_HENNE NORD_OUEST
12 73 12 15 W 19 41 15 N BAIE_DE_HENNE NORD_OUEST
10 73 11 45 W 19 41 15 N BAIE_DE_HENNE NORD_OUEST
12 73 13 15 W 19 40 45 N BAIE_DE_HENNE NORD_OUEST
20 73 12 45 W 19 40 45 N BAIE_DE_HENNE NORD_OUEST
60 73 12 15 W 19 40 45 N BAIE_DE_HENNE NORD_OUEST
17 73 13 15 W 19 40 15 N BAIE_DE_HENNE NORD_OUEST
328 73 12 45 W 19 40 15 N BAIE_DE_HENNE NORD_OUEST
2322 73 12 45 W 19 39 45 N BAIE_DE_HENNE NORD_OUEST
146 71 47 45 W 18 55 15 N BELLADERE CENTRE
146 71 47 15 W 18 55 15 N BELLADERE CENTRE
173 71 46 45 W 18 55 15 N BELLADERE CENTRE
146 71 47 45 W 18 54 45 N BELLADERE CENTRE
173 71 47 15 W 18 54 45 N BELLADERE CENTRE
146 71 46 45 W 18 54 45 N BELLADERE CENTRE
65 71 46 15 W 18 54 45 N BELLADERE CENTRE
173 71 48 45 W 18 54 15 N BELLADERE CENTRE
222 71 48 15 W 18 54 15 N BELLADERE CENTRE
173 71 47 45 W 18 54 15 N BELLADERE CENTRE
62 71 47 15 W 18 54 15 N BELLADERE CENTRE
146 71 46 45 W 18 54 15 N BELLADERE CENTRE
146 71 46 15 W 18 54 15 N BELLADERE CENTRE
125 71 45 45 W 18 54 15 N BELLADERE CENTRE
146 71 48 45 W 18 53 45 N BELLADERE CENTRE
195 71 48 15 W 18 53 45 N BELLADERE CENTRE
173 71 47 45 W 18 53 45 N BELLADERE CENTRE
146 71 47 15 W 18 53 45 N BELLADERE CENTRE
76 71 46 45 W 18 53 45 N BELLADERE CENTRE
30 71 46 15 W 18 53 45 N BELLADERE CENTRE
146 71 45 45 W 18 53 45 N BELLADERE CENTRE
152 71 45 15 W 18 53 45 N BELLADERE CENTRE
146 71 48 45 W 18 53 15 N BELLADERE CENTRE
222 71 48 15 W 18 53 15 N BELLADERE CENTRE
125 71 47 45 W 18 53 15 N BELLADERE CENTRE
97 71 47 15 W 18 53 15 N BELLADERE CENTRE
195 71 46 45 W 18 53 15 N BELLADERE CENTRE
173 71 46 15 W 18 53 15 N BELLADERE CENTRE
173 71 45 45 W 18 53 15 N BELLADERE CENTRE
211 71 45 15 W 18 53 15 N BELLADERE CENTRE
195 71 44 45 W 18 53 15 N BELLADERE CENTRE
493 71 44 15 W 18 53 15 N BELLADERE CENTRE
146 71 48 45 W 18 52 45 N BELLADERE CENTRE
195 71 48 15 W 18 52 45 N BELLADERE CENTRE
87 71 47 45 W 18 52 45 N BELLADERE CENTRE
24 71 47 15 W 18 52 45 N BELLADERE CENTRE
244 71 46 45 W 18 52 45 N BELLADERE CENTRE
292 71 46 15 W 18 52 45 N BELLADERE CENTRE
146 71 45 45 W 18 52 45 N BELLADERE CENTRE
244 71 45 15 W 18 52 45 N BELLADERE CENTRE
468 71 44 45 W 18 52 45 N BELLADERE CENTRE
585 71 44 15 W 18 52 45 N BELLADERE CENTRE
585 71 43 45 W 18 52 45 N BELLADERE CENTRE
292 71 48 45 W 18 52 15 N BELLADERE CENTRE
341 71 48 15 W 18 52 15 N BELLADERE CENTRE
92 71 47 45 W 18 52 15 N BELLADERE CENTRE
46 71 47 15 W 18 52 15 N BELLADERE CENTRE
195 71 46 45 W 18 52 15 N BELLADERE CENTRE
403 71 46 15 W 18 52 15 N BELLADERE CENTRE
5482 71 45 45 W 18 52 15 N BELLADERE CENTRE
439 71 45 15 W 18 52 15 N BELLADERE CENTRE
439 71 44 45 W 18 52 15 N BELLADERE CENTRE
428 71 44 15 W 18 52 15 N BELLADERE CENTRE
306 71 43 45 W 18 52 15 N BELLADERE CENTRE
195 71 49 15 W 18 51 45 N BELLADERE CENTRE
227 71 48 45 W 18 51 45 N BELLADERE CENTRE
202 71 48 15 W 18 51 45 N BELLADERE CENTRE
273 71 47 45 W 18 51 45 N BELLADERE CENTRE
341 71 47 15 W 18 51 45 N BELLADERE CENTRE
403 71 46 45 W 18 51 45 N BELLADERE CENTRE
439 71 46 15 W 18 51 45 N BELLADERE CENTRE
184 71 45 45 W 18 51 45 N BELLADERE CENTRE
202 71 45 15 W 18 51 45 N BELLADERE CENTRE
137 71 44 45 W 18 51 45 N BELLADERE CENTRE
14 71 44 15 W 18 51 45 N BELLADERE CENTRE
182 71 43 45 W 18 51 45 N BELLADERE CENTRE
6394 71 49 15 W 18 51 15 N BELLADERE CENTRE
292 71 48 45 W 18 51 15 N BELLADERE CENTRE
439 71 48 15 W 18 51 15 N BELLADERE CENTRE
439 71 47 45 W 18 51 15 N BELLADERE CENTRE
92 71 47 15 W 18 51 15 N BELLADERE CENTRE
1827 71 46 45 W 18 51 15 N BELLADERE CENTRE
122 71 46 15 W 18 51 15 N BELLADERE CENTRE
146 71 45 45 W 18 51 15 N BELLADERE CENTRE
184 71 45 15 W 18 51 15 N BELLADERE CENTRE
21 71 44 45 W 18 51 15 N BELLADERE CENTRE
7 71 44 15 W 18 51 15 N BELLADERE CENTRE
7 71 43 45 W 18 51 15 N BELLADERE CENTRE
192 71 49 15 W 18 50 45 N BELLADERE CENTRE
179 71 48 45 W 18 50 45 N BELLADERE CENTRE
195 71 48 15 W 18 50 45 N BELLADERE CENTRE
244 71 47 45 W 18 50 45 N BELLADERE CENTRE
152 71 47 15 W 18 50 45 N BELLADERE CENTRE
69 71 46 45 W 18 50 45 N BELLADERE CENTRE
81 71 46 15 W 18 50 45 N BELLADERE CENTRE
111 71 45 45 W 18 50 45 N BELLADERE CENTRE
76 71 45 15 W 18 50 45 N BELLADERE CENTRE
37 71 44 45 W 18 50 45 N BELLADERE CENTRE
20 71 44 15 W 18 50 45 N BELLADERE CENTRE
26 71 43 45 W 18 50 45 N BELLADERE CENTRE
146 71 48 15 W 18 50 15 N BELLADERE CENTRE
92 71 47 45 W 18 50 15 N BELLADERE CENTRE
219 71 47 15 W 18 50 15 N BELLADERE CENTRE
73 71 46 45 W 18 50 15 N BELLADERE CENTRE
61 71 46 15 W 18 50 15 N BELLADERE CENTRE
219 71 45 45 W 18 50 15 N BELLADERE CENTRE
135 71 45 15 W 18 50 15 N BELLADERE CENTRE
37 71 44 45 W 18 50 15 N BELLADERE CENTRE
23 71 44 15 W 18 50 15 N BELLADERE CENTRE
49 71 43 45 W 18 50 15 N BELLADERE CENTRE
146 71 48 15 W 18 49 45 N BELLADERE CENTRE
61 71 47 45 W 18 49 45 N BELLADERE CENTRE
37 71 47 15 W 18 49 45 N BELLADERE CENTRE
24 71 46 45 W 18 49 45 N BELLADERE CENTRE
32 71 46 15 W 18 49 45 N BELLADERE CENTRE
46 71 45 45 W 18 49 45 N BELLADERE CENTRE
19 71 45 15 W 18 49 45 N BELLADERE CENTRE
74 71 44 45 W 18 49 45 N BELLADERE CENTRE
54 71 44 15 W 18 49 45 N BELLADERE CENTRE
7 71 43 45 W 18 49 45 N BELLADERE CENTRE
38 71 47 15 W 18 49 15 N BELLADERE CENTRE
6 71 46 45 W 18 49 15 N BELLADERE CENTRE
7 71 46 15 W 18 49 15 N BELLADERE CENTRE
37 71 45 45 W 18 49 15 N BELLADERE CENTRE
92 71 45 15 W 18 49 15 N BELLADERE CENTRE
50 71 44 45 W 18 49 15 N BELLADERE CENTRE
14 71 44 15 W 18 49 15 N BELLADERE CENTRE
6 71 43 45 W 18 49 15 N BELLADERE CENTRE
27 71 47 15 W 18 48 45 N BELLADERE CENTRE
9 71 46 45 W 18 48 45 N BELLADERE CENTRE
12 71 46 15 W 18 48 45 N BELLADERE CENTRE
97 71 45 45 W 18 48 45 N BELLADERE CENTRE
364 71 45 15 W 18 48 45 N BELLADERE CENTRE
110 71 44 45 W 18 48 45 N BELLADERE CENTRE
38 71 44 15 W 18 48 45 N BELLADERE CENTRE
16 71 43 45 W 18 48 45 N BELLADERE CENTRE
244 71 46 45 W 18 48 15 N BELLADERE CENTRE
122 71 46 15 W 18 48 15 N BELLADERE CENTRE
123 71 45 45 W 18 48 15 N BELLADERE CENTRE
125 71 45 15 W 18 48 15 N BELLADERE CENTRE
123 71 44 45 W 18 48 15 N BELLADERE CENTRE
97 71 44 15 W 18 48 15 N BELLADERE CENTRE
29 71 43 45 W 18 48 15 N BELLADERE CENTRE
300 71 47 15 W 18 47 45 N BELLADERE CENTRE
605 71 46 45 W 18 47 45 N BELLADERE CENTRE
182 71 46 15 W 18 47 45 N BELLADERE CENTRE
107 71 45 45 W 18 47 45 N BELLADERE CENTRE
137 71 45 15 W 18 47 45 N BELLADERE CENTRE
73 71 44 45 W 18 47 45 N BELLADERE CENTRE
13 71 44 15 W 18 47 45 N BELLADERE CENTRE
9 71 43 45 W 18 47 45 N BELLADERE CENTRE
